text,meta_text,flag
<sep> hello <sep> i'd like a sales position at google but i could negotiate with manager <sep> ok <sep> i will send a few proposals <sep> ok <sep> ok <sep> i'd also prefer syndney as a workplace <sep> i could do that for 30 hourly <end>,"['<sep>', '<greet>', '<sep>', '<propose>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<propose>', '<sep>', '<unknown>', '<end>']",0
"<sep> hi <sep> hi, i want to work in beijing for google, 50$ per hour as a designer, 6/week vacation <sep> sydney is the only place i can get you' <sep> i can't do sydney <sep> anyplace but beijing <sep> tokyo but with all the other things i requested? <sep> salary would have to be a bit lower <sep> that would not work for me. <sep> i can't go lower in salary since i had to give up beijing <sep> you need to sacrifice weekly holiday <sep> that is the best i can do <end>","['<sep>', '<greet>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<propose>', '<sep>', '<propose>', '<sep>', '<unknown>', '<end>']",0
<sep> hi there <sep> thanks for speaking with me todau <sep> *today <sep> i have an engineer position with facebook <sep> in tokyo <sep> engineering sounds great however i don't have the skills. i was a high level designer at my last job so will need to work in design. tokyo is great though <sep> manager? <sep> $25/hour <sep> a manager at $25/hour would be a serious pay cut <sep> what are you thinking? <sep> well ideally here's what i think <sep> no way <sep> i've never worked in sales in my life but i would accept those terms as a designer <end>,"['<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<inform>', '<end>']",0
"<sep> hi there <sep> hi i'm kevin.  nice to meet you <sep> hi kevin, got anything as a designer? <sep> what position do you want? <sep> in seoul or sydney? <sep> yes.  amazon pays the best.  what company do you want? <sep> how about this? <sep> what do you think> <end>","['<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<greet>', '<sep>', '<greet>', '<end>']",0
"<sep> hello! <sep> hello! i'm new at this <sep> thats ok! <sep> i can help you <sep> lets start with position and company <sep> cool! <sep> the higher the score, the more desirable <sep> anything in particular you are looking for? <sep> ok so i want to be a designer <sep> anything else? <sep> apple seems to be a good company? <sep> i don't have a lot of designer jobs avaiable on my end... <sep> i'm interested in being an engineer too <sep> ok which company works for you for engineering? <sep> i think apple or amazon <sep> i can work with apple <sep> awesome! <sep> do you have a preference on city? <sep> tokyo sounds amazing <sep> any other options? <sep> i can go for sydney <sep> or seoul <sep> ok <sep> now for salary or holiday <sep> do you see how there are numbers next to them <sep> the higher the number, the more important they are to you <sep> does that make sense? <sep> ok yeah that makes sense <sep> which one is more important to you? <sep> salary <sep> by a lot? <sep> just by a little <sep> like one <sep> ok let me send you something and we can go from there :) <sep> ok thank you <sep> alright let me know how that looks and let me know if you have any qyestions <sep> bascially, we try to find a happy medium for both of us :) <sep> ok well i'm pretty satisfied with it? <sep> unless there is a better option? <sep> accept it then :) <sep> ok <sep> thank you <sep> have a good day! <end>","['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<inform>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<propose>', '<sep>', '<inquire>', '<sep>', '<inform>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<propose>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<end>']",0
"<sep> hello <sep> hi, how are you? <sep> okay <sep> do you have management at google amazon or apple? <sep> great. i really need a manager job, with amazon. i am open to other positions <sep> manager at amazon works! <sep> sounds good/ <sep> sydney? <sep> beijing? <sep> i need close to the max days off.  i am more open on salary <sep> beijing would be ok <end>","['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<propose>', '<sep>', '<agree>', '<end>']",0
"<sep> hi :) <sep> looking to get into sales with google. <sep> hi <sep> sorry :( <sep> we have engineer at amazon <sep> designer at facebook <sep> what would you like? <sep> can i get a sales position at facebook? <sep> none of the sales are available <sep> i'm so sorry <sep> :( <sep> will designer at amazon work? <sep> how about engineer at google? <sep> i have given you 3 options <sep> that's all we have <sep> there's no more than that? <sep> nope <sep> unfortunately <sep> this is a great, modest deal <sep> 40$ pay is luxurious <sep> raise it to 5 and we got a deal :) <sep> for holiday <sep> in that case your pay will be lower <sep> will that be okay? <sep> propose it <sep> i have proposed twice. <sep> i can tell you <sep> it will be 25$ m <sep> 25$ or 26$ <sep> will that work? <sep> 27 <sep> and that'll work <end>","['<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<propose>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<end>']",0
<sep> 17 <sep> hello <sep> hey <sep> so <sep> alright <end>,"['<sep>', '<unknown>', '<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<end>']",0
"<sep> hello <sep> hi <sep> i need to work in tokyo <sep> what are you looking for <sep> i'd like an engineer or manager job at apple or facebook <sep> what is your desired salary <sep> holidays aren't as important as other considerations <sep> i'd like $40/hr <sep> that's pretty high. are you sure you're qualified <sep> yes, i'm sure <sep> what if i could offer you a management position at apple in tokyo at $37/hr? <sep> good deal <end>","['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<propose>', '<sep>', '<inquire>', '<sep>', '<propose>', '<sep>', '<propose>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<agree>', '<end>']",0
<sep> hello <sep> tell me what you would like <sep> hi. i want to be a manager at facebook. <sep> i would like to work in beijing <sep> ok <sep> i want to make $40/hour <sep> i can do that but pay will be low <sep> and i want three days off a week. <sep> is that good ? <end>,"['<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<propose>', '<sep>', '<inquire>', '<end>']",0
<sep> hi <sep> how are you today <sep> hope all is well <sep> do you by chance have sales at apple <sep> or anything at apple or fb <sep> ? <end>,"['<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<end>']",0
<sep> hi <sep> so i want to work in seoul  as a manager at google <sep> if that's lossible? <sep> possible <sep> hrm <sep> i have some others <end>,"['<sep>', '<greet>', '<sep>', '<propose>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<end>']",0
"<sep> hi there <sep> we have some great positions at amazon and apple <sep> we are very flexible with salary <sep> same with weekday holidays <sep> do you have any preferences? <sep> well i am going to make a proposal <sep> hi <sep> no <sep> sorry <sep> you haven't told me your preferences so <sep> ball is in your court <sep> 23 salary, i can do sales, 4 day holiday, tokyo, amazon is cool <sep> i meant to say 35 salary <end>","['<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<propose>', '<sep>', '<propose>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inform>', '<sep>', '<unknown>', '<sep>', '<propose>', '<sep>', '<propose>', '<end>']",0
<sep> hello <sep> salary 30 / position google engineer / holiday 4 weeks / tokyp <sep> tokyo. what do you think? <sep> can we do sydney? <sep> how about seoul with a salary of 32? <sep> i really would like to work in sydney <end>,"['<sep>', '<greet>', '<sep>', '<propose>', '<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<end>']",0
"<sep> hello, how are you> <sep> hi <sep> i would like to work in sales for google. <sep> i have what you are looking for <sep> hold on <sep> holiday isn't as important <sep> what do you think? <sep> i would like to work in tokyo <sep> ok <end>","['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<propose>', '<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<agree>', '<end>']",0
<sep> hello <sep> hi there <sep> what kind of job are you seeking? <sep> i'm looking for a sales position with apple or google <sep> i would also be open to an engineering position with apple <sep> where do you want to work? <sep> beijing ideally <sep> engineering i'm only open to through apple <end>,"['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<propose>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<unknown>', '<end>']",0
<sep> hello <sep> hey <sep> what job would you like? <sep> looking <sep> okay <sep> how about apple designer <sep> no that is one of the worst for me. get something at google or amazon <sep> last offer <sep> i accept your offer <end>,"['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<propose>', '<sep>', '<propose>', '<end>']",0
"<sep> hello so im currently looking for a designer at facebook or apple <sep> hello <sep> you have to be willing to work from beijing, but the salary is high <sep> it stars from $35 an hour and then goes up as your performance does <sep> what do you think about this proposal? <sep> how about this? <sep> i refuse to go anywhere but tokyo <sep> i can compromise with toky and apple but give me something here <sep> final offer <sep> same here <end>","['<sep>', '<unknown>', '<sep>', '<greet>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<propose>', '<sep>', '<unknown>', '<end>']",0
"<sep> good afternoon, i am contacting you today in response to your interest in the job <sep> thank you for contacting me, i'd really like to work for apple. <sep> great, i would like to know what would your most important attribute about this job is the most appealing to you <sep> the salary is very important, because i need to provide for my family.  i'll need close to $30/hour based on the cost of living at apple's corporate locations. <sep> i'm not sure that i can do that high a salary for apple, but i can do that much if you were to work on amazon accounts. what do you think about that? <sep> could i get a manager position at amazon? i have plenty of experience. <sep> i'm sure that you do, but we are looking more for engineer's and salesman's at the moment. <sep> would either of those positions appeal to you? <sep> if i took an engineering position, could i have friday, saturday, and sunday off every week? <sep> i think that could be arranged <sep> i'm going to send over the offer now <sep> i'm sorry, the cost of living in beijing is far higher than many areas around the world. i will need a significantly higher salary. <sep> if you were willing to go down to just weekends off, we could go up in salary, or if living in soul would be more efficient, we could find a way to make that work as well. <sep> i could do seol <sep> ok cool, ill send over the offer <sep> is there anyway you can make the salary more competitive. if not, i will have to accept an offer from a different recruiter. <sep> i can go up a bit, but there very little wiggle room from my end. <end>","['<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<propose>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<inquire>', '<sep>', '<inform>', '<sep>', '<propose>', '<sep>', '<propose>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<propose>', '<sep>', '<inform>', '<end>']",0
"<sep> hello <sep> i need to fill a position at apple as an engineer, but sales would also work. <sep> hi, i want a good paying job with a respectable position <sep> what do you think about being an apple engineer? <sep> i would love to work for apple, do you have any sales positions <sep> sure <sep> how is this? <sep> can you raise the pay to 45? <sep> 45 is too high for me. then my score is under 50 <sep> what about 40? <sep> sorry i can't accept that <end>","['<sep>', '<greet>', '<sep>', '<propose>', '<sep>', '<propose>', '<sep>', '<inquire>', '<sep>', '<propose>', '<sep>', '<agree>', '<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<inform>', '<sep>', '<inquire>', '<sep>', '<disagree>', '<end>']",0
<sep> hello <sep> anything at amazon and i need 6 days <sep> 4 days <sep> ok <sep> lets see <sep> ok <end>,"['<sep>', '<greet>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<agree>', '<end>']",0
<sep> hiya <sep> hello <sep> seoul beijing or sydney <sep> i would like a designer position for facebook or apple <sep> pick a workplace <sep> sydney <sep> more weekly holiday or salary <sep> weekly holiday <end>,"['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<propose>', '<sep>', '<unknown>', '<sep>', '<propose>', '<sep>', '<propose>', '<end>']",0
<sep> i think we could do 3 holidays. <sep> what of 4 holidays <sep> i think that will work. <sep> and salary of 40 dollars per hour <sep> how about $35? <end>,"['<sep>', '<propose>', '<sep>', '<inquire>', '<sep>', '<greet>', '<sep>', '<propose>', '<sep>', '<inquire>', '<end>']",0
"<sep> hello <sep> hi <sep> i'm looking for work <sep> ok, what positions are you looking for? <sep> sales from amazon <sep> in tokyo <sep> ok i have sales for amazon, would seoul or beijing work for you? <sep> i don't have anything in tokyo <sep> seoul <end>","['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<inquire>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<end>']",0
<sep> hi <sep> hi! <sep> what are some of your top jobs you want? <sep> i am looking for a designer position in facebook. <sep> how about any other position at facebook <sep> in seol <sep> sales and manager would be ok as well. <sep> i would like 43 dollars an hour and also 4 days holiday. <end>,"['<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<propose>', '<end>']",0
"<sep> hi <sep> what are you looking for? <sep> hi, how are you? <sep> anything but facebook - <sep> i'm looking for a manager position at google? <sep> i am well - sorry for getting riht down to business there <sep> it's ok <sep> how does that look? <end>","['<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<greet>', '<sep>', '<greet>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<agree>', '<end>']",0
<sep> i would like u to use google its the highest <sep> is that ok hello <sep> i am interested but at the sydney location <sep> k <sep> would you consider tokyo? <sep> i would consider tokyo for a higher salary <sep> how about 4 days a week also? <end>,"['<sep>', '<unknown>', '<sep>', '<greet>', '<sep>', '<unknown>', '<sep>', '<unknown>', '<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<inquire>', '<end>']",0
"<sep> hi there. what kind of position are you looking for? <sep> hey can you do desitner at amaon, facebook ro appy <sep> apple <sep> i do have a designer position at apple in seoul. what is your weekly holiday preference? <sep> ok ill do that for you <sep> i can do more holidays if you can lower the salary a bit <end>","['<sep>', '<agree>', '<sep>', '<agree>', '<sep>', '<unknown>', '<sep>', '<inquire>', '<sep>', '<agree>', '<sep>', '<propose>', '<end>']",0
